start_hour,year,month,count
16,2016,12,60221
16,2017,1,3
17,2016,12,74982
17,2017,1,1
18,2016,12,66908
18,2017,1,2
19,2016,12,45312
19,2017,1,1
20,2016,12,30602
20,2017,1,1
21,2016,12,22083
21,2017,1,6
22,2016,12,17216
22,2017,1,3
23,2016,12,11705
23,2017,1,45
0,2017,1,5547
1,2017,1,3392
2,2017,1,2015
3,2017,1,1359
4,2017,1,1430
5,2017,1,5812
6,2017,1,19491
7,2017,1,41589
8,2017,1,73457
9,2017,1,52594
9,2017,2,2
10,2017,1,33992
11,2017,1,33207
11,2017,2,1
12,2017,1,37833
13,2017,1,39936
13,2017,2,1
14,2017,1,42157
14,2017,2,1
15,2017,1,42402
15,2017,2,3
16,2017,1,47101
16,2017,2,2
17,2017,1,65857
17,2017,2,2
18,2017,1,62735
18,2017,3,1
19,2017,1,42826
19,2017,2,2
19,2017,3,1
20,2017,1,28683
21,2017,1,19698
21,2017,2,1
21,2017,3,1
22,2017,1,14347
23,2017,1,9160
23,2017,2,38
0,2017,2,5782
1,2017,2,3162
2,2017,2,1824
3,2017,2,1025
4,2017,2,1111
5,2017,2,5021
6,2017,2,17942
7,2017,2,39028
7,2017,3,1
8,2017,2,70001
9,2017,2,53434
10,2017,2,35226
11,2017,2,35853
11,2017,3,3
12,2017,2,42488
12,2017,3,2
13,2017,2,45744
14,2017,2,48611
14,2017,3,2
15,2017,2,51271
15,2017,3,1
16,2017,2,58561
16,2017,3,2
17,2017,2,79213
17,2017,3,3
18,2017,2,69798
18,2017,3,1
19,2017,2,46400
19,2017,3,4
20,2017,2,31170
21,2017,2,21911
21,2017,3,5
22,2017,2,16702
22,2017,3,2
23,2017,2,10282
23,2017,3,61
0,2017,3,5329
1,2017,3,2697
2,2017,3,1359
3,2017,3,869
4,2017,3,1034
5,2017,3,4665
6,2017,3,17854
7,2017,3,37751
7,2017,4,1
8,2017,3,67643
9,2017,3,49701
10,2017,3,30601
10,2017,4,1
11,2017,3,29332
12,2017,3,34746
13,2017,3,37038
13,2017,4,1
14,2017,3,39933
14,2017,4,2
15,2017,3,42288
15,2017,4,2
16,2017,3,51024
16,2017,4,1
17,2017,3,77941
18,2017,3,73604
18,2017,4,3
19,2017,3,47072
19,2017,4,4
20,2017,3,29883
20,2017,4,1
21,2017,3,20857
22,2017,3,15079
22,2017,4,2
23,2017,3,9324
23,2017,4,23
0,2017,4,10064
0,2017,5,1
1,2017,4,5403
2,2017,4,3323
3,2017,4,1813
4,2017,4,1761
5,2017,4,6356
5,2017,5,1
6,2017,4,23603
6,2017,5,1
7,2017,4,49098
7,2017,6,1
7,2017,7,1
8,2017,4,92767
8,2017,5,1
9,2017,4,79162
9,2017,5,1
9,2017,6,1
10,2017,4,60606
10,2017,5,1
10,2017,7,1
11,2017,4,66156
11,2017,5,3
12,2017,4,76735
12,2017,5,5
13,2017,4,82056
13,2017,5,4
14,2017,4,85084
14,2017,5,7
14,2017,6,1
15,2017,4,87827
15,2017,5,6
16,2017,4,98718
16,2017,5,3
16,2017,6,1
16,2017,7,1
17,2017,4,133166
17,2017,5,11
18,2017,4,127551
18,2017,5,17
18,2017,6,3
18,2017,7,1
19,2017,4,86313
19,2017,5,8
19,2017,6,1
20,2017,4,54105
20,2017,5,7
21,2017,4,37408
21,2017,5,4
22,2017,4,27946
22,2017,5,5
23,2017,4,18219
23,2017,5,64
23,2017,6,2
0,2017,5,11964
1,2017,5,6332
2,2017,5,3608
3,2017,5,2202
4,2017,5,2230
5,2017,5,9112
6,2017,5,31854
7,2017,5,69812
7,2017,6,1
8,2017,5,123450
9,2017,5,93689
9,2017,6,1
10,2017,5,65071
10,2017,6,1
11,2017,5,68623
11,2017,6,1
12,2017,5,78814
13,2017,5,83084
13,2017,6,1
13,2017,7,1
14,2017,5,86015
14,2017,6,4
15,2017,5,91274
15,2017,6,3
15,2017,7,1
16,2017,5,106748
16,2017,6,3
16,2017,7,2
17,2017,5,155728
17,2017,6,6
17,2017,7,2
18,2017,5,153285
18,2017,6,6
19,2017,5,107143
19,2017,6,4
19,2017,7,2
20,2017,5,69958
20,2017,6,5
21,2017,5,47258
21,2017,6,7
22,2017,5,34282
22,2017,6,5
23,2017,5,21523
23,2017,6,153
0,2017,6,17143
0,2017,7,2
1,2017,6,8763
2,2017,6,4986
2,2017,7,1
3,2017,6,3053
4,2017,6,2883
4,2017,7,1
5,2017,6,10323
6,2017,6,37914
6,2017,7,1
7,2017,6,76942
8,2017,6,131381
8,2017,7,2
9,2017,6,106272
9,2017,7,2
10,2017,6,76131
11,2017,6,80721
11,2017,7,4
12,2017,6,89370
12,2017,7,4
13,2017,6,92217
13,2017,7,7
14,2017,6,96716
14,2017,7,9
15,2017,6,102795
15,2017,7,9
16,2017,6,121996
16,2017,7,16
17,2017,6,172163
17,2017,7,15
18,2017,6,164440
18,2017,7,15
19,2017,6,119067
19,2017,7,23
20,2017,6,83620
20,2017,7,18
21,2017,6,58402
21,2017,7,11
22,2017,6,44662
22,2017,7,30
23,2017,6,29285
23,2017,7,179
0,2017,7,17195
1,2017,7,9583
2,2017,7,5623
3,2017,7,3424
4,2017,7,3142
5,2017,7,10427
6,2017,7,35622
7,2017,7,69444
7,2017,8,1
8,2017,7,116491
8,2017,8,1
9,2017,7,96711
10,2017,7,71972
11,2017,7,79730
12,2017,7,92675
12,2017,8,2
13,2017,7,99618
14,2017,7,101070
14,2017,8,1
15,2017,7,106927
15,2017,8,1
16,2017,7,124700
16,2017,8,4
17,2017,7,169930
17,2017,8,4
18,2017,7,167980
18,2017,8,2
19,2017,7,125133
19,2017,8,5
20,2017,7,90261
20,2017,8,5
21,2017,7,60163
21,2017,8,3
22,2017,7,47727
22,2017,8,1
23,2017,7,29866
23,2017,8,155
0,2017,8,16168
0,2017,9,2
1,2017,8,9517
2,2017,8,4981
3,2017,8,3070
3,2017,9,1
4,2017,8,3156
4,2017,9,1
5,2017,8,11215
6,2017,8,41796
7,2017,8,78960
8,2017,8,136334
8,2017,9,5
9,2017,8,111347
9,2017,9,1
10,2017,8,81313
10,2017,9,2
11,2017,8,86882
11,2017,9,6
12,2017,8,98424
12,2017,9,12
13,2017,8,98397
13,2017,9,7
14,2017,8,99421
14,2017,9,10
15,2017,8,105861
15,2017,9,8
16,2017,8,124710
16,2017,9,10
17,2017,8,177071
17,2017,9,15
18,2017,8,177216
18,2017,9,17
19,2017,8,130513
19,2017,9,17
20,2017,8,87000
20,2017,9,17
21,2017,8,59938
21,2017,9,13
22,2017,8,44408
22,2017,9,7
23,2017,8,28499
23,2017,9,150
0,2017,9,16915
1,2017,9,9316
1,2017,10,1
2,2017,9,5268
3,2017,9,3149
4,2017,9,3213
5,2017,9,10807
6,2017,9,39871
7,2017,9,87897
7,2017,10,1
8,2017,9,146721
9,2017,9,112511
10,2017,9,84382
10,2017,10,1
11,2017,9,89959
11,2017,10,1
12,2017,9,105102
12,2017,10,6
13,2017,9,109162
13,2017,10,6
14,2017,9,111399
14,2017,10,5
15,2017,9,115225
15,2017,10,4
16,2017,9,133772
16,2017,10,13
17,2017,9,185552
17,2017,10,11
18,2017,9,183935
18,2017,10,8
19,2017,9,121023
19,2017,10,6
20,2017,9,77865
20,2017,10,6
21,2017,9,55824
21,2017,10,4
22,2017,9,41052
22,2017,10,6
23,2017,9,27931
23,2017,10,168
0,2017,10,17053
0,2017,11,2
1,2017,10,9650
1,2017,11,2
2,2017,10,5497
2,2017,11,1
3,2017,10,3399
4,2017,10,3094
4,2017,11,1
5,2017,10,10701
6,2017,10,39376
7,2017,10,86535
7,2017,11,1
8,2017,10,154113
8,2017,11,1
9,2017,10,119242
9,2017,11,1
10,2017,10,85387
10,2017,11,3
11,2017,10,87619
11,2017,11,5
12,2017,10,102675
12,2017,11,6
13,2017,10,106359
13,2017,11,4
13,2017,12,1
14,2017,10,112256
14,2017,11,15
14,2017,12,3
15,2017,10,119321
15,2017,11,14
15,2017,12,3
15,2018,1,1
16,2017,10,140474
16,2017,11,12
16,2017,12,2
16,2018,1,1
17,2017,10,195386
17,2017,11,13
17,2017,12,4
18,2017,10,177337
18,2017,11,12
18,2017,12,1
18,2018,1,1
19,2017,10,116443
19,2017,11,11
19,2017,12,2
19,2018,1,1
20,2017,10,78138
20,2017,11,9
21,2017,10,57212
21,2017,11,3
21,2017,12,1
22,2017,10,42306
22,2017,11,7
23,2017,10,27760
23,2017,11,114
23,2018,1,1
0,2017,11,10508
1,2017,11,5823
1,2017,12,1
2,2017,11,3067
3,2017,11,1964
4,2017,11,2111
4,2017,12,1
5,2017,11,8706
6,2017,11,30941
7,2017,11,67872
8,2017,11,118797
8,2017,12,1
9,2017,11,92304
9,2017,12,1
10,2017,11,64470
10,2017,12,2
11,2017,11,65415
11,2017,12,1
12,2017,11,75404
12,2017,12,3
13,2017,11,78078
13,2017,12,1
14,2017,11,79531
14,2017,12,2
15,2017,11,82320
15,2017,12,3
15,2018,1,1
16,2017,11,92171
16,2017,12,4
16,2018,1,1
17,2017,11,121806
17,2017,12,1
18,2017,11,114575
18,2017,12,4
19,2017,11,76888
19,2017,12,3
20,2017,11,53140
20,2017,12,3
21,2017,11,38316
21,2017,12,5
22,2017,11,28209
22,2017,12,4
23,2017,11,18125
23,2017,12,66
0,2017,12,8176
1,2017,12,4435
2,2017,12,2642
3,2017,12,1628
4,2017,12,1838
5,2017,12,6344
6,2017,12,21574
7,2017,12,46083
8,2017,12,82514
9,2017,12,65420
9,2018,1,2
10,2017,12,43353
10,2018,1,1
11,2017,12,43242
11,2018,1,1
12,2017,12,49248
12,2018,1,1
13,2017,12,51433
14,2017,12,52833
14,2018,1,1
15,2017,12,55441
15,2018,1,3
16,2017,12,63049
16,2018,1,5
17,2017,12,80168
17,2018,1,1
18,2017,12,73379
18,2018,1,3
19,2017,12,48929
19,2018,1,1
20,2017,12,32965
20,2018,1,3
21,2017,12,23826
22,2017,12,18602
23,2017,12,12809
23,2018,1,14
0,2018,1,5163
1,2018,1,2751
1,2018,2,2
2,2018,1,1585
3,2018,1,988
3,2018,6,1
4,2018,1,1259
5,2018,1,5505
6,2018,1,17018
7,2018,1,36155
7,2018,2,1
8,2018,1,64040
8,2018,2,1
9,2018,1,49090
9,2018,2,2
10,2018,1,31658
10,2018,2,1
11,2018,1,31527
11,2018,4,1
12,2018,1,36183
13,2018,1,39308
13,2018,2,1
14,2018,1,42306
14,2018,2,3
15,2018,1,44967
15,2018,2,1
15,2018,6,1
16,2018,1,51918
16,2018,2,1
17,2018,1,71399
17,2018,2,1
18,2018,1,67553
18,2018,2,4
18,2018,9,1
19,2018,1,44517
19,2018,2,2
20,2018,1,29590
20,2018,2,3
21,2018,1,20310
21,2018,2,4
22,2018,1,15009
22,2018,2,1
23,2018,1,9119
23,2018,2,44
0,2018,2,5918
1,2018,2,3216
2,2018,2,1810
3,2018,2,1215
4,2018,2,1322
5,2018,2,6463
6,2018,2,21820
7,2018,2,46284
8,2018,2,81154
8,2018,3,1
9,2018,2,60498
10,2018,2,38840
10,2018,3,4
11,2018,2,39567
11,2018,3,1
12,2018,2,45268
12,2018,3,1
13,2018,2,45291
13,2018,3,2
14,2018,2,45795
14,2018,3,2
14,2018,8,1
15,2018,2,47052
15,2018,3,6
15,2018,4,1
15,2018,7,1
15,2018,8,1
16,2018,2,56197
16,2018,3,4
16,2018,4,1
17,2018,2,82014
17,2018,3,5
17,2018,4,2
17,2018,5,1
18,2018,2,75884
18,2018,3,8
19,2018,2,51286
19,2018,3,4
20,2018,2,34295
20,2018,3,1
21,2018,2,23813
21,2018,3,3
21,2018,6,1
22,2018,2,17262
22,2018,3,2
23,2018,2,10691
23,2018,3,105
23,2018,4,1
0,2018,3,7219
1,2018,3,3986
1,2018,5,1
2,2018,3,2150
3,2018,3,1554
3,2018,8,1
4,2018,3,1656
4,2018,7,1
5,2018,3,6248
5,2018,4,1
6,2018,3,20882
7,2018,3,43985
8,2018,3,82474
8,2018,4,1
9,2018,3,65262
10,2018,3,44382
10,2018,4,2
11,2018,3,46856
11,2018,4,5
11,2018,5,1
12,2018,3,55008
12,2018,4,2
13,2018,3,56963
13,2018,4,3
14,2018,3,59552
14,2018,4,3
14,2018,6,1
15,2018,3,63155
15,2018,4,2
15,2018,5,1
16,2018,3,71378
16,2018,4,4
16,2018,5,1
17,2018,3,96731
17,2018,4,6
18,2018,3,91510
18,2018,4,8
18,2018,9,1
19,2018,3,60300
19,2018,4,7
20,2018,3,38081
20,2018,4,5
20,2018,5,1
21,2018,3,26164
21,2018,4,2
21,2018,5,1
21,2018,6,1
22,2018,3,18806
22,2018,4,4
23,2018,3,12191
23,2018,4,113
0,2018,4,9727
0,2018,5,1
1,2018,4,5487
2,2018,4,3101
3,2018,4,1810
4,2018,4,1881
5,2018,4,7412
5,2018,5,1
6,2018,4,25057
7,2018,4,54481
8,2018,4,95321
9,2018,4,79947
9,2018,5,2
10,2018,4,59374
10,2018,5,2
11,2018,4,62943
11,2018,5,2
12,2018,4,75138
12,2018,5,3
13,2018,4,78557
13,2018,5,6
13,2018,6,1
14,2018,4,81886
14,2018,5,3
14,2018,6,3
14,2018,7,1
15,2018,4,85975
15,2018,5,7
16,2018,4,99627
16,2018,5,8
17,2018,4,133631
17,2018,5,5
17,2018,6,1
18,2018,4,127580
18,2018,5,5
18,2018,6,2
19,2018,4,85204
19,2018,5,1
19,2018,6,1
20,2018,4,52958
20,2018,5,5
21,2018,4,36932
21,2018,5,1
22,2018,4,26218
22,2018,5,3
22,2018,8,1
23,2018,4,17175
23,2018,5,55
23,2018,6,1
0,2018,5,15702
0,2018,6,5
0,2018,7,1
1,2018,5,8792
1,2018,6,2
2,2018,5,5154
2,2018,6,1
2,2018,7,1
3,2018,5,3024
4,2018,5,3172
5,2018,5,11610
6,2018,5,41054
7,2018,5,89186
7,2018,6,1
8,2018,5,153332
8,2018,6,1
9,2018,5,115209
9,2018,6,2
9,2018,7,1
9,2018,8,1
10,2018,5,77556
10,2018,6,3
11,2018,5,82070
11,2018,6,8
12,2018,5,93191
12,2018,6,1
13,2018,5,97014
13,2018,9,1
14,2018,5,101725
14,2018,6,7
15,2018,5,108753
15,2018,6,11
15,2018,7,1
15,2018,8,1
16,2018,5,130677
16,2018,6,12
16,2018,7,1
17,2018,5,181741
17,2018,6,12
17,2018,7,1
17,2018,9,1
18,2018,5,175108
18,2018,6,14
18,2018,7,1
19,2018,5,121776
19,2018,6,16
19,2018,8,1
20,2018,5,83330
20,2018,6,18
20,2018,7,1
21,2018,5,55765
21,2018,6,6
22,2018,5,41463
22,2018,6,11
22,2018,7,1
23,2018,5,27945
23,2018,6,216
0,2018,6,18152
1,2018,6,10065
1,2018,7,2
2,2018,6,5992
2,2018,7,1
3,2018,6,3809
3,2018,8,1
4,2018,6,3469
5,2018,6,11958
6,2018,6,39661
7,2018,6,81100
7,2018,7,1
8,2018,6,144054
8,2018,7,5
9,2018,6,119087
9,2018,7,4
10,2018,6,86644
10,2018,7,1
11,2018,6,90381
11,2018,7,6
12,2018,6,103243
12,2018,7,12
12,2018,8,2
12,2018,9,1
13,2018,6,109891
13,2018,7,10
13,2018,8,2
13,2018,9,1
14,2018,6,109571
14,2018,7,14
14,2018,8,1
15,2018,6,115167
15,2018,7,12
16,2018,6,139893
16,2018,7,10
16,2018,8,2
17,2018,6,192539
17,2018,7,15
17,2018,8,3
17,2018,9,1
18,2018,6,188148
18,2018,7,20
18,2018,8,2
19,2018,6,136797
19,2018,7,22
19,2018,8,1
19,2018,9,1
20,2018,6,96387
20,2018,7,19
20,2018,8,1
21,2018,6,65193
21,2018,7,19
22,2018,6,49065
22,2018,7,23
22,2018,8,1
23,2018,6,32317
23,2018,7,304
0,2018,7,18598
0,2018,8,2
1,2018,7,10407
1,2018,8,1
2,2018,7,6133
3,2018,7,3605
4,2018,7,3762
5,2018,7,11968
6,2018,7,39140
6,2018,8,1
7,2018,7,78581
7,2018,8,1
8,2018,7,139060
8,2018,8,1
9,2018,7,114975
9,2018,8,3
9,2018,9,1
10,2018,7,85130
10,2018,8,2
11,2018,7,89018
11,2018,8,4
11,2018,9,1
12,2018,7,102702
12,2018,8,7
13,2018,7,111663
13,2018,8,7
14,2018,7,110867
14,2018,8,5
15,2018,7,115279
15,2018,8,1
15,2018,9,1
16,2018,7,135964
16,2018,8,12
17,2018,7,182173
17,2018,8,9
17,2018,9,1
18,2018,7,174428
18,2018,8,5
19,2018,7,133053
19,2018,8,14
20,2018,7,95900
20,2018,8,5
21,2018,7,67078
21,2018,8,4
22,2018,7,51138
22,2018,8,10
23,2018,7,32716
23,2018,8,189
0,2018,8,18550
0,2018,9,1
1,2018,8,10536
1,2018,9,1
2,2018,8,6202
3,2018,8,3981
3,2018,9,1
4,2018,8,4007
4,2018,9,2
5,2018,8,12772
6,2018,8,44968
6,2018,9,2
7,2018,8,87471
8,2018,8,153231
8,2018,9,2
9,2018,8,118867
9,2018,9,3
10,2018,8,82901
10,2018,9,3
11,2018,8,89601
11,2018,9,3
12,2018,8,103961
12,2018,9,8
13,2018,8,108030
13,2018,9,2
14,2018,8,106037
14,2018,9,5
15,2018,8,112374
15,2018,9,8
16,2018,8,135980
16,2018,9,13
17,2018,8,196836
17,2018,9,6
18,2018,8,196494
18,2018,9,5
19,2018,8,139804
19,2018,9,8
20,2018,8,94369
20,2018,9,8
21,2018,8,66789
21,2018,9,13
22,2018,8,50426
22,2018,9,15
23,2018,8,32651
23,2018,9,230
0,2018,9,19325
0,2018,10,1
1,2018,9,11018
1,2018,10,1
2,2018,9,6851
2,2018,10,1
3,2018,9,4207
4,2018,9,3907
4,2018,10,1
5,2018,9,10545
6,2018,9,35725
7,2018,9,78010
8,2018,9,134427
9,2018,9,109849
10,2018,9,86545
11,2018,9,94987
12,2018,9,107887
12,2018,10,2
13,2018,9,110762
13,2018,10,4
14,2018,9,113594
14,2018,10,1
15,2018,9,121203
15,2018,10,4
16,2018,9,135037
16,2018,10,6
17,2018,9,182805
17,2018,10,7
18,2018,9,172826
18,2018,10,6
19,2018,9,119663
19,2018,10,5
20,2018,9,81877
20,2018,10,8
21,2018,9,59678
21,2018,10,2
22,2018,9,45424
22,2018,10,3
23,2018,9,31522
23,2018,10,158
0,2018,10,15223
1,2018,10,8639
2,2018,10,4902
3,2018,10,3023
4,2018,10,3540
5,2018,10,12243
6,2018,10,42555
6,2018,11,1
7,2018,10,94352
7,2018,11,1
8,2018,10,160993
8,2018,11,2
9,2018,10,119736
9,2018,11,2
10,2018,10,80732
10,2018,11,2
11,2018,10,82546
11,2018,11,1
12,2018,10,98645
12,2018,11,3
13,2018,10,103785
14,2018,10,108210
14,2018,11,3
15,2018,10,115601
15,2018,11,4
16,2018,10,137062
16,2018,11,4
17,2018,10,190877
17,2018,11,8
18,2018,10,176351
18,2018,11,5
19,2018,10,114878
19,2018,11,6
20,2018,10,77879
20,2018,11,3
21,2018,10,57801
21,2018,11,5
22,2018,10,41633
22,2018,11,10
23,2018,10,27184
23,2018,11,207
0,2018,11,9972
1,2018,11,5290
1,2018,12,1
2,2018,11,3076
3,2018,11,1902
4,2018,11,2524
5,2018,11,9097
5,2018,12,1
6,2018,11,31562
7,2018,11,68204
8,2018,11,115926
8,2018,12,2
9,2018,11,89769
9,2018,12,1
10,2018,11,61688
10,2018,12,2
11,2018,11,63822
12,2018,11,74178
12,2018,12,2
13,2018,11,76103
13,2018,12,1
14,2018,11,77057
14,2018,12,2
15,2018,11,77398
15,2018,12,4
16,2018,11,87258
16,2018,12,3
17,2018,11,109619
17,2018,12,3
18,2018,11,101229
18,2018,12,7
19,2018,11,68873
19,2018,12,3
20,2018,11,47357
20,2018,12,2
21,2018,11,35199
21,2018,12,3
22,2018,11,25791
22,2018,12,4
23,2018,11,17256
23,2018,12,164
0,2018,12,9969
1,2018,12,5655
2,2018,12,3185
3,2018,12,2006
4,2018,12,2260
5,2018,12,7405
6,2018,12,23387
7,2018,12,49952
8,2018,12,88646
9,2018,12,69563
9,2019,1,3
10,2018,12,50589
10,2019,1,4
11,2018,12,53179
11,2019,1,2
12,2018,12,61112
12,2019,1,4
13,2018,12,63397
13,2019,1,4
14,2018,12,63028
14,2019,1,8
15,2018,12,66026
15,2019,1,3
16,2018,12,71724
16,2019,1,1
17,2018,12,86646
17,2019,1,6
18,2018,12,78804
18,2019,1,5
19,2018,12,55029
19,2019,1,4
20,2018,12,38105
20,2019,1,2
21,2018,12,28943
22,2018,12,22441
22,2019,1,2
23,2018,12,15397
23,2019,1,9
0,2019,1,6669
1,2019,1,3911
2,2019,1,2338
3,2019,1,1581
4,2019,1,2170
5,2019,1,8065
6,2019,1,24859
6,2019,2,1
7,2019,1,51691
7,2019,2,1
8,2019,1,90291
8,2019,2,2
9,2019,1,67966
9,2019,2,3
10,2019,1,43633
10,2019,2,1
11,2019,1,43649
12,2019,1,51404
13,2019,1,54622
13,2019,2,1
14,2019,1,56277
14,2019,2,2
15,2019,1,57895
15,2019,2,1
16,2019,1,67180
16,2019,2,2
17,2019,1,93835
17,2019,2,3
18,2019,1,86238
18,2019,2,4
19,2019,1,57425
19,2019,2,1
20,2019,1,38404
20,2019,2,1
21,2019,1,26542
22,2019,1,19097
22,2019,2,1
23,2019,1,11492
23,2019,2,29
0,2019,2,6363
1,2019,2,3505
2,2019,2,1997
3,2019,2,1252
4,2019,2,1990
5,2019,2,7148
6,2019,2,23075
7,2019,2,48399
8,2019,2,85625
9,2019,2,65431
10,2019,2,43532
11,2019,2,44559
11,2019,3,1
12,2019,2,51428
12,2019,3,1
13,2019,2,53779
13,2019,3,1
14,2019,2,55430
14,2019,3,1
15,2019,2,59375
15,2019,3,1
16,2019,2,68830
16,2019,3,3
17,2019,2,93448
17,2019,3,2
18,2019,2,81678
18,2019,3,3
19,2019,2,54353
19,2019,3,7
20,2019,2,36251
20,2019,3,5
21,2019,2,25394
21,2019,3,1
22,2019,2,19124
22,2019,3,1
23,2019,2,11671
23,2019,3,80
0,2019,3,10366
0,2019,4,4
1,2019,3,5747
1,2019,4,1
2,2019,3,3256
2,2019,4,1
3,2019,3,2219
4,2019,3,2545
5,2019,3,8282
6,2019,3,26397
7,2019,3,56076
7,2019,4,3
8,2019,3,103338
8,2019,4,3
9,2019,3,86451
9,2019,4,8
10,2019,3,60756
10,2019,4,6
11,2019,3,62399
11,2019,4,8
12,2019,3,73303
12,2019,4,7
13,2019,3,78369
13,2019,4,9
14,2019,3,81105
14,2019,4,8
15,2019,3,86473
15,2019,4,4
16,2019,3,98793
16,2019,4,5
17,2019,3,135979
17,2019,4,16
18,2019,3,126730
18,2019,4,16
19,2019,3,83434
19,2019,4,14
20,2019,3,54810
20,2019,4,8
21,2019,3,36602
21,2019,4,9
22,2019,3,26639
22,2019,4,5
23,2019,3,17685
23,2019,4,71
0,2019,4,12355
0,2019,5,2
1,2019,4,6807
1,2019,5,1
2,2019,4,4170
2,2019,5,1
3,2019,4,2649
4,2019,4,3088
5,2019,4,10433
5,2019,5,1
6,2019,4,36085
7,2019,4,79109
7,2019,5,1
8,2019,4,142576
8,2019,5,3
9,2019,4,115302
9,2019,5,4
10,2019,4,81116
10,2019,5,3
11,2019,4,83077
11,2019,5,2
12,2019,4,97244
12,2019,5,2
13,2019,4,103105
13,2019,5,2
14,2019,4,107796
14,2019,5,6
15,2019,4,113917
15,2019,5,16
16,2019,4,128001
16,2019,5,5
17,2019,4,177660
17,2019,5,9
18,2019,4,169033
18,2019,5,10
19,2019,4,111485
19,2019,5,11
20,2019,4,71286
20,2019,5,4
21,2019,4,48852
21,2019,5,3
22,2019,4,37115
22,2019,5,1
23,2019,4,23624
23,2019,5,122
0,2019,5,15673
0,2019,6,2
1,2019,5,8316
2,2019,5,5012
2,2019,6,3
3,2019,5,3217
4,2019,5,3681
5,2019,5,12998
6,2019,5,42190
7,2019,5,88674
7,2019,6,4
8,2019,5,152531
8,2019,6,2
9,2019,5,120880
9,2019,6,7
10,2019,5,85637
10,2019,6,3
11,2019,5,89029
11,2019,6,9
12,2019,5,103988
12,2019,6,7
13,2019,5,108335
13,2019,6,8
14,2019,5,115436
14,2019,6,16
15,2019,5,124982
15,2019,6,14
16,2019,5,143080
16,2019,6,16
17,2019,5,192869
17,2019,6,18
18,2019,5,173988
18,2019,6,13
19,2019,5,124904
19,2019,6,11
20,2019,5,82888
20,2019,6,10
21,2019,5,53993
21,2019,6,13
22,2019,5,42281
22,2019,6,21
23,2019,5,29332
23,2019,6,472
